#,"",Player,Overall Score,Potential Score,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
2154,2153,Juan Ramírez,74,74,174,72,29,Left,80.5,65.5,71.000000,70.000000,70.571429,61.250,10.0
2155,2154,Glen Kamara,74,75,183,73,27,Right,76.0,72.0,72.166667,69.333333,76.285714,57.375,10.4
2156,2155,Ricardo Esgaio,74,74,172,73,29,Right,75.0,72.5,72.166667,72.666667,72.571429,64.375,10.6
2157,2156,Rafael Czichos,74,74,187,86,32,Left,61.0,76.0,64.166667,63.000000,65.000000,50.750,9.8
2158,2157,André Hahn,74,74,185,80,32,Right,72.0,57.5,70.833333,69.666667,72.714286,66.625,13.4
2159,2158,Jean-Charles Castelletto,74,75,186,78,28,Right,62.0,73.5,61.500000,55.666667,68.285714,39.000,12.6
2160,2159,Fabrizio Angileri,74,74,184,84,28,Left,72.0,71.5,72.000000,72.666667,75.142857,72.250,8.8
2161,2160,Dimitrios Pelkas,74,74,175,73,29,Right,76.0,41.0,63.666667,71.333333,72.000000,67.375,12.6
2162,2161,Kortney Hause,74,76,191,77,27,Left,60.5,72.0,60.833333,64.000000,63.571429,45.250,13.8
2163,2162,Rubén Blanco,74,78,188,70,27,Right,13.5,11.0,35.833333,27.333333,50.857143,21.875,73.6
2164,2163,Christopher Jullien,74,74,196,88,29,Right,60.5,73.0,66.166667,64.666667,60.285714,48.625,10.6
2165,2164,Elseid Hysaj,74,74,182,70,29,Right,71.5,73.5,69.166667,69.666667,71.714286,48.375,10.4
2166,2165,Sokratis Dioudis,74,75,190,77,30,Right,18.5,15.5,34.666667,20.666667,53.857143,22.875,73.4
2167,2166,Sergiy Kryvtsov,74,74,186,83,31,Right,49.0,74.5,66.500000,59.666667,68.571429,42.375,13.2
2168,2167,Victor Vinícius Coelho dos Santos,74,74,180,78,29,Right,75.5,38.5,62.666667,70.666667,73.428571,70.750,10.2
2169,2168,Michael Frey,74,74,188,92,28,Right,66.5,40.5,70.166667,60.666667,62.428571,67.250,12.2
2170,2169,Pablo De Blasis,74,74,166,65,35,Right,73.5,62.0,71.666667,76.000000,71.285714,70.625,9.6
2171,2170,Philipp Hofmann,74,74,195,89,29,Left,66.5,34.0,64.666667,47.333333,55.571429,64.625,13.0
2172,2171,Jang Hyeon Soo,74,74,183,83,31,Right,64.5,72.0,63.000000,60.000000,65.142857,39.750,12.8
2173,2172,Sergio Rico,74,76,196,90,29,Right,14.0,12.0,38.666667,23.666667,48.571429,21.875,73.6
2174,2173,Wladimiro Falcone,74,76,195,85,27,Right,16.5,13.5,27.500000,22.666667,36.285714,21.750,74.2
2175,2174,Pedro Bigas Rigo,74,74,181,78,32,Left,60.5,74.5,66.000000,71.000000,66.000000,51.500,12.4
2176,2175,Hörður Magnússon,74,74,191,84,30,Left,60.5,74.5,60.833333,71.666667,66.428571,55.875,8.0
2177,2176,Kristoffer Olsson,74,75,178,70,27,Right,74.5,67.5,71.500000,72.666667,70.142857,60.875,8.6
2178,2177,Christian Burgess,74,74,196,84,31,Right,52.5,70.5,60.500000,57.000000,55.857143,37.250,8.6
2179,2178,Bruno Peres,74,74,178,72,33,Right,74.5,71.5,68.833333,70.000000,75.857143,64.875,9.4
2180,2179,Will Hughes,74,75,185,74,27,Left,76.5,70.0,73.166667,77.333333,57.571429,61.250,11.0
2181,2180,Albert Rusnák,74,74,175,73,28,Right,75.0,49.5,68.333333,72.666667,70.571429,68.875,10.6
2182,2181,Tomasz Kędziora,74,74,183,77,28,Right,63.0,74.5,66.000000,68.666667,73.571429,48.250,10.8
2183,2182,Denis Cheryshev,74,74,179,74,32,Left,74.5,57.0,69.833333,74.666667,69.857143,69.375,10.4
2184,2183,Frederico Venâncio,74,74,186,82,30,Right,54.0,70.0,61.500000,51.333333,61.428571,38.750,11.4
2185,2184,Joakim Nilsson,74,74,185,78,29,Left,53.0,72.0,61.166667,57.333333,67.857143,34.875,11.4
2186,2185,Oussama Tannane,74,74,177,80,28,Left,78.5,36.5,65.666667,71.333333,71.285714,73.375,8.6
2187,2186,Óscar Plano,74,74,180,75,32,Left,72.0,51.5,68.500000,67.666667,77.285714,69.500,11.8
2188,2187,Stefan Mitrović,74,74,189,84,32,Right,56.0,71.5,61.833333,57.666667,51.428571,39.875,11.2
2189,2188,Federico Ceccherini,74,74,187,75,30,Right,62.5,75.5,65.500000,60.666667,67.285714,46.250,10.2
2190,2189,Stef Peeters,74,74,188,75,31,Left,73.5,58.5,72.166667,76.333333,62.571429,73.750,11.8
2191,2190,Xavier Mercier,74,74,174,71,33,Right,72.0,40.5,68.666667,77.666667,70.000000,69.125,11.4
2192,2191,Alexander Schwolow,74,74,190,84,30,Right,19.0,13.0,33.000000,19.333333,46.428571,18.500,71.2
2193,2192,Jack Stephens,74,74,185,75,29,Right,68.5,75.0,63.666667,61.333333,59.000000,49.625,11.4
2194,2193,Anthony Lozano,74,74,185,74,29,Right,71.0,37.5,63.333333,63.000000,73.571429,67.750,8.8
2195,2194,Amin Younes,74,74,170,71,29,Right,81.0,34.0,67.666667,70.333333,68.714286,60.750,13.0
2196,2195,Luís Hernández,74,74,183,75,33,Right,64.5,71.5,68.500000,67.333333,71.000000,54.625,8.6
2197,2196,Ezgjan Alioski,74,74,172,63,31,Left,73.0,68.0,69.833333,72.666667,77.857143,70.875,12.0
2198,2197,Serdar Dursun,74,74,190,80,31,Right,72.0,33.0,64.500000,59.666667,67.428571,71.000,10.2
2199,2198,Jan Kopic,74,74,179,81,32,Right,75.0,34.5,63.000000,71.666667,69.000000,65.625,11.0
2200,2199,Charlie Taylor,74,74,185,70,29,Left,72.0,74.0,70.166667,70.333333,71.142857,57.125,10.8
2201,2200,Stefan Schwab,74,74,183,77,32,Left,72.5,69.0,73.333333,74.000000,69.571429,69.875,12.0
2202,2201,Dave Bulthuis,74,74,192,78,32,Left,54.5,71.0,59.333333,59.333333,66.000000,43.125,12.6
2203,2202,Stuart Dallas,74,74,180,79,31,Right,74.5,73.5,73.000000,71.000000,69.000000,62.375,10.2
2204,2203,Janis Blaswich,74,74,193,89,31,Right,25.0,14.0,39.333333,30.666667,46.714286,22.625,72.8
2205,2204,Ryan Fredericks,74,74,181,74,30,Right,71.0,70.5,66.833333,67.666667,74.428571,53.125,11.0
2206,2205,Ruiz de Galarreta,74,74,175,69,29,Right,71.0,76.0,70.833333,69.333333,69.000000,55.500,10.0
2207,2206,Iván Piris,74,74,173,75,33,Right,66.5,72.0,65.000000,67.333333,81.571429,52.375,13.0
2208,2207,Jakub Brabec,74,74,186,77,30,Right,62.5,74.5,68.000000,64.000000,69.714286,51.250,10.2
2209,2208,Jens Jønsson,74,74,182,78,30,Right,65.0,75.5,69.833333,66.333333,72.428571,53.875,10.2
2210,2209,Kevin Stöger,74,74,175,74,29,Left,75.5,43.0,66.666667,79.000000,66.142857,63.375,12.4
2211,2210,Gabriel Hauche,74,74,168,70,36,Right,75.0,40.0,64.166667,67.666667,75.857143,68.875,11.0
2212,2211,Stefan Ristovski,74,74,180,72,31,Right,69.0,71.0,72.166667,70.000000,76.000000,58.375,8.2
2213,2212,Sin Jin Ho,74,74,177,72,34,Right,73.5,62.5,71.000000,73.000000,71.428571,66.500,12.6
2214,2213,Danny da Costa,74,74,187,87,29,Right,69.0,74.5,70.500000,65.666667,74.714286,56.750,10.8
2215,2214,Matija Nastasić,74,74,188,83,29,Left,53.0,75.0,65.500000,62.000000,67.000000,50.750,13.2
2216,2215,Mauricio Pereyra,74,74,170,66,32,Right,74.0,59.0,73.500000,73.333333,71.142857,64.625,12.4
2217,2216,Okay Yokuşlu,74,75,191,79,28,Right,71.5,70.0,72.166667,70.000000,67.142857,69.875,11.6
2218,2217,John Egan,74,74,185,75,30,Right,61.5,72.0,62.500000,57.333333,68.857143,47.375,9.6
2219,2218,Bruno Zuculini,74,74,182,77,29,Right,71.0,73.5,73.000000,69.666667,72.142857,63.875,11.0
2220,2219,Aleix Vidal,74,74,177,70,33,Right,73.0,66.0,72.833333,71.666667,74.857143,61.125,9.4
2221,2220,Luca Caldirola,74,74,186,78,32,Left,60.0,77.0,66.166667,65.333333,58.714286,50.625,9.4
2222,2221,Sergio León,74,74,178,73,34,Right,74.0,27.0,65.833333,63.000000,73.714286,73.125,9.6
2223,2222,Germán,74,74,186,79,36,Right,57.5,76.5,63.666667,59.000000,54.285714,40.125,9.2
2224,2223,Sergi Gómez,74,74,185,80,30,Right,63.0,74.5,67.000000,61.333333,62.000000,49.000,12.0
2225,2224,John Lundstram,74,74,181,74,29,Right,71.5,71.5,73.166667,73.666667,68.571429,65.750,8.6
2226,2225,Darlington Nagbe,74,74,175,77,32,Right,77.5,63.0,68.166667,69.333333,77.142857,66.250,9.2
2227,2226,Faouzi Ghoulam,74,74,184,80,32,Left,76.0,75.0,70.333333,75.333333,66.285714,68.000,9.6
2228,2227,Fredrik Midtsjø,74,74,175,68,29,Right,71.0,70.0,76.000000,73.333333,75.714286,60.875,11.4
2229,2228,Layvin Kurzawa,74,74,182,74,30,Left,78.0,72.5,73.166667,72.000000,69.714286,62.875,11.0
2230,2229,Grant Hanley,74,74,187,81,31,Right,48.5,75.0,60.333333,50.666667,61.714286,37.125,9.8
2231,2230,Anders Christiansen,74,74,175,68,32,Right,75.0,66.5,75.000000,71.666667,75.142857,69.625,9.0
2232,2231,Nampalys Mendy,74,74,167,73,30,Right,74.5,74.0,69.333333,70.333333,68.285714,56.625,12.4
2233,2232,Adam Maher,74,74,174,76,29,Right,75.5,72.0,72.500000,73.333333,69.000000,70.375,9.6
2234,2233,Lee Nicholls,74,75,191,85,30,Right,20.5,12.0,33.833333,32.666667,45.000000,18.875,72.6
2235,2234,Arbilla,74,74,178,76,35,Right,66.5,73.5,68.666667,73.000000,67.285714,65.750,11.8
2236,2235,Robert Žulj,74,74,189,89,31,Right,76.0,32.0,65.166667,75.333333,65.000000,74.125,10.0
2237,2236,Bruno Martins Indi,74,74,185,76,31,Left,58.0,75.0,62.000000,64.666667,60.714286,43.875,9.6
2238,2237,Cláudio Ramos,74,74,183,83,31,Right,18.0,15.0,37.833333,19.333333,61.000000,18.750,72.2
2239,2238,André André,74,74,174,70,33,Right,76.0,70.0,74.500000,74.666667,69.000000,70.500,10.2
2240,2239,Bart Schenkeveld,74,74,185,83,31,Right,66.5,75.0,67.833333,63.333333,70.714286,44.250,11.8
2241,2240,Sergio Álvarez,74,74,183,74,31,Right,67.5,70.0,73.166667,65.666667,68.857143,59.875,13.0
2242,2241,Kévin Malcuit,74,74,178,77,31,Right,74.5,72.0,70.500000,73.333333,72.285714,58.750,11.4
2243,2242,Ermin Bičakčić,74,74,185,85,33,Right,45.0,74.0,61.833333,52.000000,55.857143,42.750,12.8
2244,2243,Anthony Losilla,74,74,185,78,36,Right,72.0,69.5,66.000000,66.666667,69.142857,57.750,10.2
2245,2244,Ilie Sánchez,74,74,180,75,32,Right,69.5,66.5,67.333333,69.000000,69.285714,53.250,12.2
2246,2245,Massadio Haïdara,74,74,179,76,30,Left,72.0,73.5,66.166667,65.000000,76.142857,54.750,12.2
2247,2246,Lukáš Hejda,74,74,189,87,32,Right,61.5,73.5,63.333333,56.666667,64.000000,42.375,11.6
2248,2247,Guilherme,74,74,174,70,31,Left,74.0,55.5,68.833333,68.333333,81.571429,63.000,12.4
2249,2248,Timo Horn,74,76,192,90,29,Left,21.0,12.5,37.833333,26.000000,48.428571,18.750,70.0
2250,2249,Ross Barkley,74,74,186,76,29,Right,77.5,55.5,69.333333,72.666667,65.714286,70.250,10.2
2251,2250,Jonas Martin,74,74,184,77,32,Right,74.5,70.5,74.500000,74.000000,63.714286,67.625,11.2
2252,2251,Daniel Caligiuri,74,74,182,80,35,Right,72.5,68.5,73.000000,75.333333,73.000000,73.500,11.0
2253,2252,Younès Belhanda,74,74,177,75,33,Right,76.5,58.5,72.500000,75.000000,69.428571,72.750,12.8
2254,2253,Shane Duffy,74,74,193,76,31,Right,50.0,73.5,63.833333,53.000000,51.285714,47.125,11.2
2255,2254,Nathaniel Clyne,74,74,175,67,31,Right,72.0,74.0,71.166667,71.666667,65.714286,58.125,11.2
2256,2255,Steven Zuber,74,74,182,83,31,Right,71.0,64.5,71.000000,74.333333,72.142857,68.000,12.0
2257,2256,Mateusz Klich,74,74,183,82,32,Right,74.0,65.0,71.500000,72.666667,67.142857,66.875,12.8
2258,2257,Omar Elabdellaoui,74,74,179,74,31,Right,73.0,72.0,71.000000,70.000000,75.857143,58.625,8.6
2259,2258,Dedryck Boyata,74,74,188,84,32,Right,56.5,75.0,59.666667,59.333333,68.142857,35.500,10.6
2260,2259,Samu Sáiz,74,74,174,68,32,Right,77.5,25.0,61.000000,73.000000,76.714286,72.375,12.4
2261,2260,Kiko Femenía,74,74,174,61,32,Right,71.5,71.5,67.666667,70.666667,73.000000,57.875,12.8
2262,2261,Ricardo Rodríguez,74,74,182,77,30,Left,76.0,75.5,72.333333,75.333333,68.142857,72.375,13.2
2263,2262,Pontus Jansson,74,74,194,86,32,Right,63.5,74.5,63.500000,53.333333,57.000000,48.375,8.2
2264,2263,Borja García,74,74,175,72,32,Right,74.5,66.0,67.333333,74.000000,72.000000,63.250,12.6
2265,2264,Marvin Ducksch,74,74,188,79,28,Right,70.0,28.5,63.000000,63.000000,68.857143,73.375,10.6
2266,2265,Mattia Destro,74,74,182,80,31,Right,72.5,21.0,59.166667,57.333333,67.857143,70.375,11.0
2267,2266,Jens Toornstra,74,74,178,74,33,Right,70.0,64.5,74.833333,77.000000,62.714286,71.875,11.4
2268,2267,Josuha Guilavogui,74,74,188,77,32,Right,66.0,72.0,70.833333,65.000000,67.714286,58.000,12.2
2269,2268,Moisés,74,74,184,76,34,Right,72.5,71.0,70.333333,70.000000,72.714286,71.125,9.2
2270,2269,Simone Verdi,74,74,174,72,30,Left,78.5,48.0,62.000000,73.000000,67.857143,71.000,10.6
2271,2270,Sergio Araujo,74,74,180,82,31,Right,75.0,41.0,66.833333,65.333333,75.142857,72.625,12.0
2272,2271,Júnior Caiçara,74,74,172,67,33,Right,74.5,72.0,70.833333,72.666667,75.285714,61.000,14.6
2273,2272,Xavier Chavalerin,74,74,178,66,31,Left,72.0,69.5,71.333333,72.333333,68.000000,65.750,10.6
2274,2273,Adam Smith,74,74,180,78,31,Right,71.0,73.5,69.833333,68.666667,67.714286,61.125,9.4
2275,2274,Wes Foderingham,74,74,185,75,32,Left,20.0,15.5,40.333333,38.666667,50.428571,20.375,73.2
2276,2275,Manuel Gulde,74,74,184,80,32,Right,56.0,74.5,61.500000,54.333333,68.285714,46.000,11.4
2277,2276,Marvin Plattenhardt,74,74,181,76,31,Left,71.5,73.5,66.500000,74.666667,69.428571,65.375,13.0
2278,2277,Julian Baumgartlinger,74,74,181,85,35,Right,69.0,73.5,70.333333,70.000000,66.142857,53.500,11.0
2279,2278,Tom Cairney,74,74,186,84,32,Left,76.5,57.0,69.500000,77.000000,62.285714,70.500,9.2
2280,2279,Karl Darlow,74,74,190,88,32,Right,22.5,11.5,35.666667,26.000000,59.285714,19.625,73.0
2281,2280,Facundo Roncaglia,74,74,179,76,36,Right,63.0,76.0,66.333333,69.000000,67.714286,54.375,13.0
2282,2281,Romain Alessandrini,74,74,173,79,33,Left,76.0,43.0,68.500000,68.000000,74.285714,74.000,11.4
2283,2282,Federico Fazio,74,74,195,85,35,Right,59.5,75.5,62.500000,56.000000,44.142857,43.500,10.8
2284,2283,Albin Ekdal,74,74,186,82,33,Right,74.0,67.0,73.500000,74.666667,58.000000,67.625,5.0
2285,2284,Marc Albrighton,74,74,175,74,33,Right,75.5,59.5,69.500000,76.666667,65.142857,67.125,12.2
2286,2285,Marcus Berg,74,74,184,74,36,Right,69.5,29.0,64.333333,59.666667,70.857143,70.125,10.2
2287,2286,Tim Krul,74,74,188,74,34,Left,19.0,15.5,38.500000,29.666667,47.714286,20.125,73.0
2288,2287,Alex McCarthy,74,74,193,79,33,Right,17.0,12.5,41.666667,26.333333,49.857143,22.375,71.4
2289,2288,Leroy Fer,74,74,188,78,33,Right,72.5,71.5,71.000000,73.333333,68.857143,64.375,12.2
2290,2289,Lautaro Acosta,74,74,169,67,34,Right,74.0,43.5,73.500000,70.333333,75.714286,66.375,10.6
2291,2290,Francisco Casilla Cortés,74,74,190,86,36,Right,24.5,13.0,45.333333,28.666667,53.857143,22.625,73.4
2292,2291,Romain Thomas,74,74,193,84,34,Left,47.5,74.5,59.000000,59.333333,48.857143,42.625,11.0
2293,2292,Jay Rodriguez,74,74,185,84,33,Right,73.0,25.5,65.000000,68.333333,68.428571,73.125,12.6
2294,2293,Johnny Russell,74,74,178,76,32,Left,74.5,47.0,70.000000,68.000000,77.857143,72.375,11.0
2295,2294,Mamadou Sakho,74,74,187,83,33,Left,55.0,73.0,66.166667,65.333333,57.714286,41.750,10.0
2296,2295,Ruud Vormer,74,74,178,79,34,Right,70.5,73.0,74.000000,76.666667,64.857143,75.125,9.8
2297,2296,Ron-Robert Zieler,74,74,188,81,34,Right,17.0,12.5,40.500000,20.666667,48.000000,18.375,72.8
2298,2297,Ángel,74,74,172,68,35,Right,74.5,21.5,63.666667,59.000000,68.285714,69.875,10.4
2299,2298,Joel Ward,74,74,188,83,33,Right,66.5,76.5,71.333333,71.333333,60.428571,50.000,8.6
2300,2299,Mariano Andújar,74,74,194,86,39,Right,18.0,18.5,40.833333,20.000000,50.142857,18.000,72.4
2301,2300,Patrick van Aanholt,74,74,176,67,32,Left,75.0,73.5,71.333333,68.666667,79.428571,66.000,9.0
2302,2301,Lasse Schøne,74,74,178,78,36,Right,78.0,51.0,70.333333,80.000000,56.714286,77.500,12.8
2303,2302,Makoto Hasebe,74,74,180,72,39,Right,70.0,70.0,72.000000,73.333333,59.285714,57.250,11.2
2304,2303,Radja Nainggolan,74,74,177,89,34,Right,72.5,76.0,77.166667,74.333333,71.285714,73.500,11.0
2305,2304,Sebastian Rudy,74,74,180,74,33,Right,72.5,67.5,70.666667,76.333333,68.285714,67.750,11.2
2306,2305,Massimo Coda,74,74,184,73,34,Right,73.0,16.5,60.666667,51.666667,62.571429,70.500,11.8
2307,2306,Serdar Aziz,74,74,183,81,32,Right,49.5,75.0,59.500000,55.333333,71.571429,41.750,10.8
2308,2307,Anthony Moris,74,74,186,75,32,Left,25.0,16.5,36.500000,32.666667,51.000000,21.625,74.2
2309,2308,Marco Pereira,74,74,184,79,36,Right,32.0,22.5,41.833333,49.333333,56.000000,30.625,73.4
2310,2309,Vadis Odjidja-Ofoe,74,74,185,79,34,Right,76.0,68.0,75.166667,76.333333,59.142857,71.375,11.8
2311,2310,Craig Gordon,74,74,193,83,40,Left,19.5,14.0,40.000000,24.666667,47.285714,19.750,72.6
2312,2311,Antonio Mirante,74,74,193,79,39,Right,24.5,12.0,41.333333,26.666667,48.142857,20.000,71.6
2313,2312,Sebastián Viera,74,74,185,85,39,Right,15.5,8.5,41.500000,25.333333,47.142857,32.125,73.2
2314,2313,Jeffinho,73,82,176,63,23,Right,80.5,33.0,57.666667,66.000000,69.571429,49.875,11.6
2315,2314,Abner,73,82,181,75,22,Left,72.0,71.5,65.500000,76.333333,71.000000,50.375,11.4
2316,2315,Lior Refaelov,74,74,175,70,36,Right,76.0,53.5,69.000000,73.333333,62.714286,72.875,10.4
2317,2316,David Jurásek,73,78,183,76,22,Left,73.5,66.5,68.000000,72.000000,75.285714,62.125,7.8
2318,2317,Benoît Costil,74,74,187,82,35,Right,12.5,12.5,38.666667,25.666667,45.428571,18.750,73.6
2319,2318,Adem Zorgane,73,79,184,81,23,Right,73.5,67.5,69.500000,71.333333,67.428571,65.750,10.6
2320,2319,Andrés Fernández,74,74,187,82,36,Right,16.0,14.5,41.000000,30.666667,61.142857,19.375,73.0
2321,2320,Allan McGregor,74,74,183,74,41,Right,24.5,14.0,44.166667,28.666667,50.000000,21.125,72.0
2322,2321,Adrian Mierzejewski,74,74,176,73,36,Left,78.5,40.0,69.666667,74.333333,73.000000,70.250,12.2
2323,2322,Daniel Alexis Leite Figueira,73,80,189,82,24,Right,16.0,13.0,33.333333,19.333333,36.714286,16.250,71.0
2324,2323,Matteo Cancellieri,73,86,180,79,20,Left,78.0,41.5,58.666667,68.333333,72.285714,69.125,10.4
2325,2324,Yahya Attiat-Allah,73,74,176,70,28,Left,70.5,68.5,63.166667,67.666667,74.428571,56.125,10.8
2326,2325,Jack Cork,74,74,184,75,33,Right,69.0,72.0,70.166667,72.333333,61.857143,63.875,10.4
2327,2326,André Franco,73,79,177,70,24,Left,73.5,36.5,63.333333,69.333333,69.000000,62.625,11.0
2328,2327,Kristjan Asllani,73,83,179,70,20,Right,75.5,71.0,68.666667,71.666667,65.285714,61.000,8.2
2329,2328,Gaël Clichy,74,74,176,65,37,Left,73.0,71.0,65.666667,73.333333,70.000000,49.750,9.4
2330,2329,Bebé,74,74,190,83,32,Right,73.0,24.0,64.500000,70.333333,75.857143,72.125,9.6
2331,2330,Cesar Despredal,74,74,181,74,35,Right,74.0,21.5,64.333333,69.000000,68.857143,64.375,10.4
2332,2331,Igor Paixão,73,82,168,65,22,Right,78.5,33.0,61.000000,65.333333,75.857143,60.500,10.6
2333,2332,Salva Sevilla,74,74,180,71,38,Right,75.0,74.5,71.500000,78.000000,47.714286,71.250,12.0
2334,2333,Zeca,74,74,182,67,34,Right,68.5,73.0,71.666667,69.333333,72.000000,60.000,9.6
2335,2334,Vladimir Stojković,74,74,193,93,39,Right,21.0,22.5,42.333333,30.666667,55.285714,21.875,72.0
2336,2335,Lukáš Sadílek,73,76,179,64,26,Right,73.5,62.5,69.833333,72.000000,70.571429,60.625,11.4
2337,2336,Ștefan Radu,74,74,183,79,36,Left,67.5,77.0,70.500000,68.000000,62.571429,60.125,10.4
2338,2337,Moses Usor,73,80,181,64,21,Left,75.5,41.0,61.000000,65.333333,74.285714,66.000,10.8
2339,2338,Marquinhos,73,84,174,77,19,Left,76.5,31.0,58.666667,65.000000,68.571429,57.125,8.4
2340,2339,Raphael Onyedika,73,84,184,78,21,Right,70.0,69.0,68.666667,63.333333,75.142857,50.875,10.0
2341,2340,Anass Zaroury,73,81,178,68,22,Right,74.5,24.5,58.833333,67.333333,76.714286,60.125,9.6
2342,2341,Aaron Molinas,73,81,175,67,22,Right,75.5,48.0,68.000000,73.333333,69.428571,52.500,10.4
2343,2342,Loïc Badé,73,81,191,89,22,Right,64.5,74.0,61.833333,53.333333,61.714286,37.000,8.2
2344,2343,Illia Zabarnyi,73,83,186,81,20,Right,55.5,73.5,58.166667,65.000000,70.142857,40.875,11.8
2345,2344,Josh Doig,73,82,189,71,20,Left,71.0,70.0,63.833333,65.666667,75.571429,57.125,10.0
2346,2345,Luca Netz,73,83,184,83,19,Left,68.5,75.0,64.666667,68.666667,68.285714,47.500,10.4
2347,2346,Samú Costa,73,81,183,75,22,Left,68.5,71.0,67.333333,68.333333,68.571429,57.125,9.6
2348,2347,Ilaix Moriba,73,80,185,73,20,Right,76.0,67.0,66.666667,63.666667,65.285714,58.500,12.0
2349,2348,Zarraga,73,80,175,76,24,Right,73.5,60.5,67.333333,72.666667,75.714286,59.875,10.4
2350,2349,Mingueza,73,81,184,75,23,Right,64.0,72.5,66.333333,69.333333,72.428571,42.500,11.0
2351,2350,Ilan Kebbal,73,79,169,60,24,Left,76.0,20.5,57.166667,70.000000,72.428571,61.000,10.8
2352,2351,Facundo Torres,73,81,178,71,22,Left,74.0,32.5,55.666667,69.333333,71.142857,66.250,8.2
2353,2352,Moisés Ramírez,73,81,185,68,22,Right,13.5,12.0,30.833333,21.333333,42.428571,15.000,70.4
2354,2353,Václav Jemelka,73,75,186,81,27,Left,67.0,72.5,67.833333,67.666667,67.714286,48.000,10.0
2355,2354,Jean Onana,73,80,187,90,23,Right,73.5,68.0,72.833333,69.000000,64.857143,62.125,11.8
2356,2355,Ercan Kara,73,74,192,88,27,Right,63.5,24.0,59.333333,44.333333,69.142857,70.750,10.4
2357,2356,Johann Lepenant,73,83,176,71,20,Right,70.0,70.5,65.833333,68.666667,73.285714,47.750,9.2
2358,2357,Eliot Matazo,73,83,170,67,21,Right,75.0,71.5,70.000000,69.333333,74.857143,53.250,12.6
2359,2358,Mees Hilgers,73,84,186,78,21,Right,57.5,74.5,61.333333,56.333333,72.285714,42.750,11.0
2360,2359,Azzedine Ounahi,73,83,182,62,22,Right,76.5,63.5,66.166667,71.333333,68.142857,59.375,9.6
2361,2360,Fabiano Souza,73,80,170,68,22,Right,70.5,71.5,67.666667,65.666667,78.714286,49.125,9.6
2362,2361,Kevin Mier,73,84,190,73,22,Right,14.5,11.5,31.666667,18.000000,47.285714,17.250,71.2
2363,2362,Carlos Augusto,73,78,184,75,24,Left,72.0,74.0,70.666667,72.000000,71.000000,60.875,10.6
2364,2363,Alistair Johnston,73,76,180,77,24,Right,69.0,69.5,70.166667,66.666667,75.857143,52.875,10.6
2365,2364,Sam Beukema,73,80,188,77,24,Right,62.0,72.5,65.666667,61.000000,65.285714,54.000,9.8
2366,2365,Milos Kerkez,73,84,176,71,19,Left,68.5,67.5,67.000000,66.666667,78.000000,50.375,11.4
2367,2366,Nicolas Jackson,73,82,186,78,21,Right,73.5,38.5,57.666667,55.000000,73.714286,63.750,9.0
2368,2367,Anthony Elanga,73,82,178,75,20,Right,73.5,35.5,58.500000,60.000000,78.142857,64.125,9.8
2369,2368,José Cifuentes,73,80,175,70,23,Right,74.0,69.0,70.500000,66.666667,73.428571,54.250,10.8
2370,2369,Maxime Estève,73,83,193,87,20,Left,55.5,73.5,58.000000,55.000000,59.000000,40.000,11.6
2371,2370,Gastón Olveira,73,74,191,80,29,Right,13.0,11.0,31.000000,19.000000,30.142857,14.125,69.4
2372,2371,Milan van Ewijk,73,81,175,70,22,Right,67.0,69.5,60.500000,60.333333,79.285714,49.875,11.2
2373,2372,Francés,73,82,180,70,20,Right,60.0,72.0,66.166667,67.666667,73.142857,42.875,9.6
2374,2373,Tanguy Nianzou,73,84,191,83,20,Right,64.0,71.0,61.166667,57.000000,66.285714,42.625,8.8
2375,2374,Jan Thielmann,73,82,178,72,20,Right,72.5,40.0,65.000000,66.333333,74.000000,63.625,12.0
2376,2375,Talles Magno,73,84,186,70,20,Right,81.5,35.5,56.500000,57.333333,75.428571,58.625,9.6
2377,2376,Giorgos Kyriakopoulos,73,74,178,74,27,Left,73.0,72.5,62.000000,69.000000,66.714286,52.125,10.2
