"",name,current_club_name,country_of_citizenship,position,sub_position,market_value_in_eur,contract_expiration_date,current_club_domestic_competition_id,overall_score,potential_score,Height,Weight,Age,preferred_foot,ball_skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
618,Dan Cleary,St Johnstone Fc,Ireland,Defender,Centre-Back,300000.0,2024-11-30,SC1,64,66,182,74,26,Right,52.5,63.0,49.166667,48.666667,60.857143,40.125,7.8
619,Jason Kerr,St Johnstone Fc,Scotland,Defender,Centre-Back,1200000.0,2024-06-30,SC1,69,73,190,75,26,Right,58.0,64.5,61.833333,54.666667,73.714286,48.875,13.0
620,Louis Appere,Dundee United Fc,Scotland,Attack,Centre-Forward,400000.0,2024-06-30,SC1,61,64,185,71,23,Right,61.0,42.0,55.166667,57.000000,70.000000,58.125,11.6
621,Logan Chalmers,Dundee United Fc,Scotland,Attack,Left Winger,375000.0,2023-05-31,SC1,62,70,175,68,22,Left,61.5,16.5,47.000000,53.000000,67.428571,54.625,9.0
625,Mark Connolly,Dundee United Fc,Ireland,Defender,Centre-Back,350000.0,2024-11-30,SC1,63,63,185,77,31,Right,42.0,61.0,51.833333,49.666667,64.857143,30.000,10.2
626,Fabio China,Pfk Lviv,Brazil,Attack,Right Winger,350000.0,2023-12-31,UKR1,68,68,179,72,30,Left,63.0,68.5,61.333333,61.000000,66.428571,45.250,10.8
627,Fabio China,Cs Maritimo,Portugal,Defender,Left-Back,300000.0,2023-06-30,PO1,68,68,179,72,30,Left,63.0,68.5,61.333333,61.000000,66.428571,45.250,10.8
628,Issiar Drame,Pfk Lviv,France,Defender,Centre-Back,300000.0,2025-06-30,UKR1,59,66,197,80,24,Right,46.0,66.5,46.500000,39.666667,62.571429,31.125,9.2
629,Jeando Fuchs,Dundee United Fc,Cameroon,Midfield,Defensive Midfield,900000.0,2024-06-30,SC1,68,72,176,70,25,Right,67.0,67.5,69.166667,62.000000,82.857143,52.125,12.2
630,Jack Hamilton,Livingston Fc,Scotland,Attack,Centre-Forward,325000.0,2023-05-31,SC1,62,65,189,75,28,Right,18.5,13.5,32.500000,21.333333,48.428571,20.000,61.2
631,Jack Hamilton,Livingston Fc,Scotland,Attack,Centre-Forward,325000.0,2023-05-31,SC1,55,66,187,80,22,Right,51.5,15.5,38.833333,34.000000,63.571429,48.375,10.0
632,Jack Hamilton,Livingston Fc,Scotland,Goalkeeper,Goalkeeper,300000.0,2024-05-31,SC1,62,65,189,75,28,Right,18.5,13.5,32.500000,21.333333,48.428571,20.000,61.2
633,Jack Hamilton,Livingston Fc,Scotland,Goalkeeper,Goalkeeper,300000.0,2024-05-31,SC1,55,66,187,80,22,Right,51.5,15.5,38.833333,34.000000,63.571429,48.375,10.0
634,Odin Bailey,Livingston Fc,England,Attack,Attacking Midfield,250000.0,2024-06-30,SC1,63,67,178,70,23,Left,59.5,32.5,53.666667,57.000000,72.142857,56.750,11.0
635,Sebastian Soto,Livingston Fc,United States,Attack,Centre-Forward,350000.0,2025-06-30,SC1,63,70,183,75,22,Right,62.0,16.0,49.833333,42.666667,64.714286,56.500,11.0
637,Adam Lewis,Livingston Fc,England,Defender,Left-Back,500000.0,2023-05-31,SC1,59,63,175,63,23,Left,58.5,54.5,53.666667,55.333333,65.428571,44.375,9.6
638,Daniel Barden,Livingston Fc,Wales,Goalkeeper,Goalkeeper,250000.0,2023-01-13,SC1,57,69,195,79,22,Right,14.5,11.0,24.833333,18.333333,38.000000,15.375,58.2
640,Ivan Konovalov,Livingston Fc,Russia,Goalkeeper,Goalkeeper,300000.0,2023-05-31,SC1,61,64,191,82,28,Right,18.0,16.0,23.000000,16.666667,29.428571,19.375,60.0
641,Jackson Longridge,Livingston Fc,Scotland,Defender,Left-Back,275000.0,2023-05-31,SC1,62,62,183,68,27,Left,59.0,61.5,55.166667,54.666667,64.714286,40.000,9.8
642,Robert Gojani,Silkeborg If,Sweden,Midfield,Central Midfield,400000.0,2024-06-30,DK1,65,65,174,71,30,Right,65.5,43.0,62.833333,64.666667,75.428571,49.000,7.0
643,Andre Calisir,Silkeborg If,Armenia,Defender,Centre-Back,200000.0,2023-12-31,DK1,65,65,187,76,32,Right,57.0,65.0,57.333333,57.000000,66.714286,37.375,9.0
645,Joe Gelhardt,Leeds United,England,Attack,Centre-Forward,8000000.0,2027-06-30,GB1,72,83,179,76,20,Left,78.0,20.5,61.166667,58.333333,75.000000,63.250,9.4
646,Johnny Kenny,Celtic Glasgow,Ireland,Attack,Centre-Forward,150000.0,2026-05-31,SC1,61,78,177,71,19,Right,62.5,20.0,52.666667,45.666667,68.857143,53.375,12.6
647,Albian Ajeti,Celtic Glasgow,Switzerland,Attack,Centre-Forward,2000000.0,2023-06-30,SC1,69,73,183,78,26,Right,65.0,18.0,57.333333,55.000000,69.285714,62.500,11.2
648,Georgios Giakoumakis,Celtic Glasgow,Greece,Attack,Centre-Forward,5000000.0,2026-05-31,SC1,73,73,185,84,28,Right,66.0,21.5,60.166667,46.333333,71.714286,67.750,10.2
650,Shane Long,Fc Southampton,Ireland,Attack,Centre-Forward,300000.0,2023-06-30,GB1,69,69,180,70,36,Right,68.5,30.0,65.166667,60.333333,71.571429,63.625,11.0
651,Michael Obafemi,Fc Southampton,Ireland,Attack,Centre-Forward,4000000.0,2024-06-30,GB1,69,76,169,71,22,Right,67.5,19.0,56.000000,52.333333,75.714286,61.750,11.2
652,Nathan Tella,Fc Southampton,England,Attack,Right Winger,4500000.0,2023-05-31,GB1,72,79,173,70,23,Right,74.5,30.5,55.666667,62.000000,72.000000,56.375,8.2
653,Will Smallbone,Fc Southampton,Ireland,Midfield,Central Midfield,2200000.0,2023-05-31,GB1,67,77,173,61,23,Right,71.5,62.0,62.000000,61.666667,66.857143,61.500,8.8
654,Jonathan Afolabi,Celtic Glasgow,Ireland,Attack,Centre-Forward,125000.0,2023-11-30,SC1,58,64,180,72,23,Left,53.5,18.5,48.000000,39.666667,66.857143,51.625,9.0
656,Lewis Dobbin,Fc Everton,England,Attack,Left Winger,300000.0,2023-05-31,GB1,62,74,181,71,20,Right,63.5,19.0,48.833333,51.333333,67.285714,56.375,7.6
657,Kazeem Olaigbe,Fc Southampton,Belgium,Attack,Left Winger,225000.0,2024-05-31,GB1,55,67,178,71,20,Right,55.0,30.5,44.833333,49.000000,57.428571,53.625,7.4
658,Nathan Broadhead,Fc Everton,Wales,Attack,Centre-Forward,500000.0,2023-05-31,GB1,68,72,178,73,24,Right,69.0,29.0,53.500000,59.000000,68.285714,63.625,7.8
659,Isaac Price,Fc Everton,Northern Ireland,Midfield,Central Midfield,400000.0,2023-06-30,GB1,55,73,184,70,19,Right,57.5,49.0,51.500000,53.333333,56.714286,46.125,10.4
660,Tyler Onyango,Fc Everton,England,Midfield,Central Midfield,450000.0,2023-05-31,GB1,60,75,196,75,20,Right,59.5,56.5,59.666667,57.000000,58.428571,47.250,8.6
661,Allan Bardinho,Fc Everton,Brazil,Midfield,Defensive Midfield,8000000.0,2024-06-30,GB1,74,74,175,72,31,Left,77.0,32.5,61.500000,74.666667,65.000000,60.625,12.0
662,Ryan Astley,Fc Everton,Wales,Defender,Centre-Back,600000.0,2023-05-31,GB1,62,77,184,74,21,Right,46.5,64.5,54.500000,53.333333,55.571429,40.125,10.0
663,Reece Welch,Fc Everton,England,Defender,Centre-Back,500000.0,2026-06-30,GB1,56,75,197,78,19,Right,28.5,57.5,40.666667,30.666667,56.428571,30.125,9.6
664,Niels Nkounkou,Fc Everton,France,Defender,Left-Back,2500000.0,2023-05-31,GB1,67,76,180,77,22,Left,63.5,59.5,58.000000,62.666667,74.285714,41.875,11.4
665,Marcus Forss,Fc Brentford,Finland,Attack,Centre-Forward,3000000.0,2026-06-30,GB1,68,74,182,76,23,Right,63.5,49.0,60.500000,40.333333,68.000000,60.250,10.2
666,Tariqe Fosu,Fc Brentford,Ghana,Attack,Left Winger,2000000.0,2023-05-31,GB1,69,69,172,67,27,Right,70.0,38.0,58.000000,65.333333,71.571429,54.250,10.4
667,Myles Peart Harris,Fc Brentford,England,Attack,Attacking Midfield,1000000.0,2023-05-31,GB1,63,74,187,70,20,Right,62.5,51.5,57.000000,64.000000,64.428571,56.750,10.2
668,Paris Maghoma,Fc Brentford,England,Midfield,Central Midfield,200000.0,2025-06-30,GB1,61,75,178,75,21,Right,63.5,55.0,58.666667,61.333333,65.000000,52.250,10.2
669,Dominic Thompson,Fc Brentford,England,Defender,Left-Back,1800000.0,2025-06-30,GB1,65,74,183,75,22,Left,58.0,61.0,55.166667,58.000000,69.428571,40.875,9.4
670,Charlie Goode,Fc Brentford,England,Defender,Centre-Back,800000.0,2024-06-30,GB1,67,69,196,75,27,Right,54.5,66.0,56.833333,50.666667,61.285714,37.750,8.8
672,Patrik Gunnarsson,Fc Brentford,Iceland,Goalkeeper,Goalkeeper,700000.0,2025-12-31,GB1,67,75,190,84,22,Right,26.5,12.0,34.833333,38.333333,46.285714,17.875,68.4
673,Ellery Balcombe,Fc Brentford,England,Goalkeeper,Goalkeeper,300000.0,2023-05-31,GB1,60,70,190,92,23,Right,12.5,11.5,29.666667,19.333333,49.142857,17.125,59.6
674,Dynel Simeu,Fc Southampton,England,Defender,Centre-Back,1000000.0,2023-05-31,GB1,63,76,187,75,20,Right,51.0,61.5,53.833333,46.666667,60.571429,36.250,10.2
675,Harry Lewis,Fc Southampton,England,Goalkeeper,Goalkeeper,200000.0,2024-06-30,GB1,65,71,191,77,25,Right,37.5,17.0,37.000000,36.000000,49.571429,22.250,64.2
676,Daniel Oyegoke,Fc Brentford,England,Defender,Right-Back,500000.0,2024-06-30,GB1,59,76,178,63,20,Right,58.5,62.0,50.833333,51.666667,61.285714,37.125,7.4
677,Tom Rogic,Celtic Glasgow,Australia,Attack,Attacking Midfield,1200000.0,2023-06-30,SC1,75,75,188,88,30,Left,81.5,54.5,70.333333,71.333333,70.857143,66.000,11.8
678,Luca Connell,Celtic Glasgow,Ireland,Midfield,Defensive Midfield,100000.0,2025-06-30,SC1,65,71,177,75,21,Left,66.0,59.5,62.000000,66.666667,64.000000,54.875,8.8
679,Scott Robertson,Celtic Glasgow,Scotland,Midfield,Central Midfield,150000.0,2023-05-31,SC1,61,72,185,70,21,Left,64.0,59.5,60.333333,57.666667,68.571429,51.375,11.2
680,Liam Shaw,Celtic Glasgow,England,Midfield,Defensive Midfield,300000.0,2023-05-31,SC1,65,77,188,73,21,Right,67.5,62.5,61.666667,59.666667,69.142857,52.000,11.8
682,Dane Murray,Celtic Glasgow,Scotland,Defender,Centre-Back,100000.0,2024-05-31,SC1,60,76,193,77,19,Right,59.0,60.5,47.666667,51.000000,67.142857,36.375,10.2
683,Ross Doohan,Celtic Glasgow,Scotland,Goalkeeper,Goalkeeper,250000.0,2024-06-30,SC1,63,67,186,75,24,Right,19.5,14.0,30.166667,32.666667,54.428571,14.500,61.6
684,Mikael Uhre,Brondby If,Denmark,Attack,Centre-Forward,4000000.0,2024-12-31,DK1,74,74,188,86,28,Right,70.5,30.0,60.833333,46.333333,77.142857,62.750,11.6
685,Oskar Fallenius,Brondby If,Sweden,Attack,Attacking Midfield,250000.0,2024-06-30,DK1,57,69,181,70,21,Right,62.5,16.5,46.500000,45.666667,62.285714,46.125,9.0
686,Tobias Borkeeiet,Brondby If,Norway,Midfield,Defensive Midfield,700000.0,2025-12-31,DK1,65,72,188,81,23,Right,61.5,61.5,61.000000,58.333333,65.285714,51.500,8.6
687,Jens Martin Gammelby,Brondby If,Denmark,Defender,Right-Back,500000.0,2023-06-30,DK1,65,65,192,80,28,Right,64.0,63.0,60.666667,58.333333,69.142857,53.875,11.6
688,Anton Skipper,Brondby If,Denmark,Defender,Centre-Back,250000.0,2024-12-31,DK1,60,68,194,77,22,Right,47.0,62.5,47.166667,47.000000,59.428571,34.875,9.4
689,Sigurd Rosted,Brondby If,Norway,Defender,Centre-Back,1000000.0,2023-06-30,DK1,66,66,188,78,28,Right,52.5,64.5,58.333333,51.333333,59.285714,47.875,10.0
691,Andreas Maxso,Brondby If,Denmark,Defender,Centre-Back,2000000.0,2023-06-30,DK1,72,72,191,87,28,Right,53.5,69.0,61.500000,57.333333,65.857143,46.750,11.0
693,Jamie Shackleton,Leeds United,England,Midfield,Central Midfield,2500000.0,2023-05-31,GB1,69,75,168,65,23,Right,70.0,62.5,67.833333,70.000000,76.000000,43.875,11.8
694,Mateusz Klich,Leeds United,Poland,Midfield,Central Midfield,2000000.0,2024-06-30,GB1,74,74,183,82,32,Right,74.0,65.0,71.500000,72.666667,67.142857,66.875,12.8
695,Cody Drameh,Leeds United,England,Defender,Right-Back,3000000.0,2024-06-30,GB1,68,78,184,73,21,Right,63.5,65.5,60.500000,59.000000,71.285714,38.500,10.4
696,Ian Poveda,Leeds United,England,Attack,Right Winger,1000000.0,2023-05-31,GB1,69,77,167,64,23,Left,75.0,33.5,53.333333,59.333333,68.857143,45.500,8.4
697,Jack Jenkins,Leeds United,England,Midfield,Defensive Midfield,150000.0,2023-05-31,GB1,60,73,176,68,21,Right,61.0,57.5,57.333333,56.666667,63.714286,39.000,11.0
698,Leo Fuhr Hjelde,Leeds United,Norway,Defender,Left-Back,800000.0,2025-06-30,GB1,65,82,188,75,19,Left,60.5,65.0,55.833333,59.333333,62.142857,36.750,10.2
699,Leif Davis,Leeds United,England,Defender,Left-Back,800000.0,2025-06-30,GB1,68,74,180,70,23,Left,65.5,63.0,61.500000,64.000000,73.000000,49.750,10.2
700,Lewis Bate,Leeds United,England,Midfield,Central Midfield,1000000.0,2023-05-31,GB1,66,80,172,63,20,Left,66.5,60.0,61.333333,65.666667,68.714286,49.625,8.4
701,Chem Campbell,Wolverhampton Wanderers,Wales,Attack,Attacking Midfield,500000.0,2026-06-30,GB1,62,78,180,72,20,Right,65.5,44.0,50.500000,56.333333,66.857143,57.250,9.6
702,Ryan Giles,Wolverhampton Wanderers,England,Midfield,Left Midfield,6000000.0,2023-05-31,GB1,71,78,183,72,23,Left,67.5,64.0,57.500000,67.333333,76.285714,55.625,8.2
703,Luke Cundle,Wolverhampton Wanderers,England,Midfield,Central Midfield,1000000.0,2023-05-31,GB1,60,74,170,62,20,Right,58.5,52.5,57.666667,62.000000,61.714286,51.500,10.2
704,Ki Jana Hoever,Wolverhampton Wanderers,Netherlands,Defender,Right-Back,4000000.0,2023-06-30,GB1,66,76,182,73,21,Right,63.0,64.5,58.500000,61.333333,68.142857,45.875,10.8
705,Charlie Cresswell,Leeds United,England,Defender,Centre-Back,5000000.0,2023-05-31,GB1,68,81,191,77,20,Right,54.0,65.5,51.333333,54.000000,60.428571,34.500,11.2
707,Christian Marques,Wolverhampton Wanderers,Portugal,Defender,Centre-Back,200000.0,2023-06-30,GB1,60,75,187,75,19,Right,47.5,62.5,56.000000,52.333333,55.714286,40.625,11.0
708,Dion Sanderson,Wolverhampton Wanderers,England,Defender,Centre-Back,3000000.0,2023-05-31,GB1,67,78,188,78,23,Right,57.0,68.0,58.833333,53.333333,68.571429,39.875,7.8
709,John Ruddy,Wolverhampton Wanderers,England,Goalkeeper,Goalkeeper,300000.0,2023-06-30,GB1,71,71,193,97,36,Right,17.0,11.0,37.166667,20.666667,43.000000,17.875,70.6
710,Matija Sarkic,Wolverhampton Wanderers,Montenegro,Goalkeeper,Goalkeeper,2000000.0,2025-06-30,GB1,68,74,195,76,25,Right,18.5,16.5,24.500000,22.666667,35.428571,20.875,67.4
711,Liam Mccarron,Leeds United,Scotland,Defender,Left-Back,500000.0,2023-05-31,GB1,61,71,176,61,21,Left,58.0,52.5,48.666667,55.000000,67.142857,48.000,11.6
712,Denis Alibec,Atromitos Athen,Romania,Attack,Centre-Forward,900000.0,2023-06-30,GR1,68,68,187,88,32,Left,70.0,26.0,64.166667,61.666667,68.285714,68.875,9.6
713,Yerson Mosquera,Wolverhampton Wanderers,Colombia,Defender,Centre-Back,3000000.0,2026-06-30,GB1,64,76,188,84,21,Right,45.5,63.0,49.833333,39.000000,67.857143,31.000,8.2
715,Andi Zeqiri,Brighton Amp Hove Albion,Switzerland,Attack,Centre-Forward,2300000.0,2023-06-30,GB1,68,76,181,72,23,Left,72.5,15.0,53.333333,56.000000,67.285714,63.375,13.8
716,Aaron Connolly,Brighton Amp Hove Albion,Ireland,Attack,Centre-Forward,5000000.0,2023-06-30,GB1,69,75,175,73,23,Right,70.5,16.5,56.000000,49.000000,71.857143,59.500,11.4
717,Lucas Galvao,Atromitos Athen,Brazil,Defender,Centre-Back,600000.0,2025-06-30,GR1,69,69,182,78,31,Left,65.5,69.5,63.000000,63.000000,71.000000,49.625,8.6
718,Marc Leonard,Brighton Amp Hove Albion,Scotland,Midfield,Central Midfield,300000.0,2023-05-31,GB1,63,74,180,76,21,Right,62.0,60.5,60.166667,58.333333,64.000000,50.000,7.4
719,Taylor Richards,Brighton Amp Hove Albion,England,Midfield,Central Midfield,400000.0,2023-05-31,GB1,66,77,180,78,22,Left,67.0,51.5,60.666667,62.333333,68.714286,57.250,11.4
720,Florin Andone,Brighton Amp Hove Albion,Romania,Attack,Centre-Forward,1000000.0,2023-06-30,GB1,68,68,180,78,29,Right,66.5,46.0,68.500000,60.000000,66.428571,66.000,9.2
721,Tudor Baluta,Brighton Amp Hove Albion,Romania,Midfield,Defensive Midfield,2000000.0,2024-06-30,GB1,71,75,188,80,23,Right,55.5,70.5,58.666667,55.000000,66.714286,46.500,7.6
722,Andy Moran,Brighton Amp Hove Albion,Ireland,Attack,Attacking Midfield,300000.0,2025-06-30,GB1,71,71,185,79,33,Left,70.0,67.0,67.666667,69.000000,62.571429,67.125,12.8
723,Odel Offiah,Brighton Amp Hove Albion,England,Defender,Centre-Back,200000.0,2024-06-30,GB1,60,74,181,81,20,Right,57.0,66.5,50.333333,42.000000,59.428571,36.875,11.6
724,Ed Turns,Brighton Amp Hove Albion,Wales,Defender,Centre-Back,200000.0,2024-06-30,GB1,59,76,185,76,20,Left,49.0,59.5,50.333333,36.000000,58.857143,38.750,11.6
725,Haydon Roberts,Brighton Amp Hove Albion,England,Defender,Centre-Back,500000.0,2023-05-31,GB1,63,73,175,68,20,Left,65.0,61.5,58.833333,60.666667,72.571429,50.000,13.0
726,Matt Clarke,Brighton Amp Hove Albion,England,Defender,Centre-Back,4000000.0,2025-06-30,GB1,72,75,185,83,26,Left,62.5,71.0,64.166667,55.000000,62.571429,41.625,10.8
727,Tom Mcgill,Brighton Amp Hove Albion,England,Goalkeeper,Goalkeeper,200000.0,2023-06-30,GB1,57,67,185,80,22,Right,15.5,12.0,25.666667,17.000000,34.428571,13.625,57.8
728,Luke Plange,Crystal Palace,England,Attack,Centre-Forward,600000.0,2023-06-30,GB1,66,79,183,76,20,Right,68.5,29.0,54.500000,45.333333,65.714286,59.000,10.2
729,Scott Banks,Crystal Palace,Scotland,Attack,Right Winger,250000.0,2023-06-30,GB1,61,73,183,74,21,Left,62.0,31.5,45.333333,56.333333,62.428571,58.375,10.2
730,Jesurun Rak Sakyi,Crystal Palace,England,Attack,Left Winger,500000.0,2023-05-31,GB1,66,79,181,73,20,Left,68.0,21.5,51.000000,55.666667,69.714286,59.375,10.6
731,Martin Kelly,Crystal Palace,England,Defender,Right-Back,500000.0,2024-06-30,GB1,72,72,191,77,32,Right,62.5,73.0,61.166667,65.666667,50.857143,50.500,8.2
732,Christian Benteke,Crystal Palace,Belgium,Attack,Centre-Forward,3000000.0,2024-12-31,GB1,73,73,190,83,32,Right,69.5,21.5,63.666667,58.333333,61.142857,72.250,8.8
733,Tayo Adaramola,Crystal Palace,Ireland,Defender,Left-Back,1500000.0,2023-05-31,GB1,58,72,177,69,19,Left,54.5,55.0,51.500000,52.333333,63.714286,45.500,10.6
735,Jaroslaw Jach,Crystal Palace,Poland,Defender,Centre-Back,400000.0,2025-06-30,GB1,64,66,189,78,29,Left,54.0,62.0,54.500000,55.666667,58.714286,47.875,10.4
736,Jordan Hugill,Norwich City,England,Attack,Centre-Forward,900000.0,2023-06-30,GB1,68,68,183,85,30,Right,66.0,33.0,60.833333,51.666667,70.142857,61.000,12.6
737,Josh Sargent,Norwich City,United States,Attack,Centre-Forward,12000000.0,2025-06-30,GB1,70,75,185,79,23,Right,66.5,39.0,68.500000,61.333333,76.714286,66.250,8.2
738,Adam Idah,Norwich City,Ireland,Attack,Centre-Forward,2000000.0,2024-06-30,GB1,67,74,190,83,22,Right,63.5,14.0,55.833333,41.333333,68.000000,60.875,10.0
739,Teemu Pukki,Norwich City,Finland,Attack,Centre-Forward,3000000.0,2023-06-30,GB1,75,75,180,78,32,Right,72.5,22.5,72.000000,59.000000,75.000000,66.375,9.0
740,Danel Sinani,Norwich City,Luxembourg,Attack,Right Winger,1500000.0,2023-06-30,GB1,70,73,185,70,25,Left,69.5,42.5,63.166667,69.666667,67.285714,64.000,10.8
741,Przemyslaw Placheta,Norwich City,Poland,Attack,Left Winger,2000000.0,2024-06-30,GB1,69,75,177,72,24,Left,67.5,36.5,55.666667,58.000000,77.857143,51.000,11.0
742,Jonathan Rowe,Norwich City,England,Attack,Attacking Midfield,500000.0,2025-06-30,GB1,65,78,173,67,19,Right,68.0,20.5,54.000000,56.333333,67.428571,54.375,10.6
743,Kieran Dowell,Norwich City,England,Attack,Attacking Midfield,2200000.0,2023-06-30,GB1,70,72,185,70,25,Left,73.5,33.5,59.166667,68.333333,61.428571,66.875,10.0
744,Liam Gibbs,Norwich City,England,Midfield,Central Midfield,1000000.0,2025-06-30,GB1,64,78,178,65,20,Right,63.0,57.0,64.500000,60.666667,65.000000,50.375,9.0
745,Onel Hernandez,Norwich City,Cuba,Attack,Left Winger,1200000.0,2023-06-30,GB1,69,69,172,76,30,Right,70.0,27.5,59.000000,59.333333,75.000000,59.000,11.8
746,Kenny Mclean,Norwich City,Scotland,Midfield,Central Midfield,2000000.0,2025-06-30,GB1,72,72,183,70,31,Left,72.5,65.0,68.833333,67.000000,71.428571,68.125,12.0
747,Jacob Lungi Sorensen,Norwich City,Denmark,Midfield,Defensive Midfield,1200000.0,2024-06-30,GB1,69,73,184,77,25,Right,66.0,66.5,66.333333,64.000000,69.428571,57.125,10.8
748,Bali Mumba,Norwich City,England,Defender,Right-Back,400000.0,2023-05-31,GB1,69,78,168,61,21,Right,69.5,64.5,63.333333,63.666667,72.000000,50.250,11.2
749,Sam Byram,Norwich City,England,Defender,Right-Back,2000000.0,2023-06-30,GB1,72,72,183,72,29,Right,69.0,70.5,67.166667,67.000000,71.142857,51.875,12.6
750,Christian Walton,Brighton Amp Hove Albion,England,Goalkeeper,Goalkeeper,800000.0,2024-06-30,GB1,68,71,195,72,27,Left,20.5,12.5,33.666667,36.000000,37.857143,19.625,67.2
752,Akin Famewo,Norwich City,England,Defender,Centre-Back,250000.0,2025-06-30,GB1,65,70,187,66,24,Left,50.0,64.5,51.666667,42.000000,71.000000,29.500,8.4
753,Christoph Zimmermann,Norwich City,Germany,Defender,Centre-Back,1000000.0,2025-06-30,GB1,72,72,194,92,30,Right,41.5,72.5,56.333333,47.333333,52.857143,35.625,11.0
754,Jonathan Tomkinson,Norwich City,United States,Defender,Centre-Back,150000.0,2024-06-30,GB1,62,74,190,78,20,Right,36.5,58.5,49.166667,41.666667,62.142857,31.250,11.8
755,Grant Hanley,Norwich City,Scotland,Defender,Centre-Back,2800000.0,2025-06-30,GB1,74,74,187,81,31,Right,48.5,75.0,60.333333,50.666667,61.714286,37.125,9.8
756,Andrew Omobamidele,Norwich City,Ireland,Defender,Centre-Back,3500000.0,2026-06-30,GB1,71,83,188,78,20,Right,57.5,72.5,56.500000,48.000000,70.000000,31.625,8.0
757,Sam Mccallum,Norwich City,England,Defender,Left-Back,3000000.0,2024-06-30,GB1,70,80,177,80,22,Left,67.5,66.0,63.833333,66.000000,71.142857,57.250,11.8
758,Daniel Adshead,Norwich City,England,Midfield,Central Midfield,250000.0,2024-06-30,GB1,59,69,178,70,21,Right,57.5,55.5,56.000000,56.000000,62.571429,45.875,8.6
759,Max Aarons,Norwich City,England,Defender,Right-Back,18000000.0,2024-06-30,GB1,74,79,171,69,23,Right,74.0,70.5,70.333333,65.000000,75.428571,40.750,9.2
760,Angus Gunn,Norwich City,England,Goalkeeper,Goalkeeper,3000000.0,2025-06-30,GB1,73,77,196,77,27,Right,23.5,15.0,37.000000,29.000000,49.571429,21.250,71.6
762,Ashley Fletcher,Fc Watford,England,Attack,Centre-Forward,1000000.0,2023-05-31,GB1,68,69,188,78,27,Right,65.0,27.5,55.333333,40.000000,68.857143,58.125,10.0
763,Cucho Hernandez,Fc Watford,Colombia,Attack,Centre-Forward,10000000.0,2025-12-31,GB1,76,81,176,73,23,Right,75.0,41.5,64.500000,66.666667,77.857143,70.375,9.2
764,Ben Gibson,Norwich City,England,Defender,Centre-Back,2500000.0,2024-06-30,GB1,69,69,185,78,30,Left,45.0,70.0,54.500000,49.333333,61.428571,35.125,12.6
765,Samuel Kalu,Fc Watford,Nigeria,Attack,Right Winger,3000000.0,2025-06-30,GB1,72,75,177,78,25,Right,74.5,29.5,59.666667,66.000000,75.857143,62.625,10.4
766,Michael Mcgovern,Norwich City,Northern Ireland,Goalkeeper,Goalkeeper,200000.0,2023-06-30,GB1,65,65,191,89,38,Right,12.5,14.5,26.500000,17.000000,35.285714,17.500,64.2
767,Troy Deeney,Fc Watford,England,Attack,Centre-Forward,600000.0,2023-06-30,GB1,70,70,183,90,34,Right,65.5,27.5,69.000000,60.666667,61.285714,71.125,12.8
768,Kwadwo Baah,Fc Watford,Germany,Attack,Left Winger,650000.0,2023-06-30,GB1,60,78,183,75,20,Right,60.5,28.0,50.166667,49.333333,70.000000,49.750,10.2
769,Ken Sema,Fc Watford,Sweden,Midfield,Left Midfield,2500000.0,2023-06-30,GB1,72,72,180,69,29,Left,73.5,62.5,66.666667,69.000000,69.428571,61.250,10.2
770,Ismaila Sarr,Fc Watford,Senegal,Attack,Right Winger,22000000.0,2024-06-30,GB1,77,83,185,76,25,Right,80.5,18.5,60.666667,65.333333,76.000000,69.500,9.8
771,Dan Gosling,Fc Watford,England,Midfield,Central Midfield,700000.0,2023-06-30,GB1,70,70,183,79,33,Right,69.0,69.0,71.666667,70.000000,59.142857,64.125,11.2
772,Domingos Quina,Fc Watford,Portugal,Midfield,Central Midfield,1800000.0,2023-06-30,GB1,68,77,173,66,23,Right,72.5,46.0,62.000000,66.333333,62.285714,57.125,9.8
